date,currency_name,value,unit,note
19-11-2004,Pound Sterling,83.61,value in indian rupees per unit of foreign currency,
19-11-2004,Japanese Yen,43.36,value in indian rupees per unit of foreign currency,
19-11-2004,Euro,58.55,value in indian rupees per unit of foreign currency,
18-11-2004,US Dollar,45.03,value in indian rupees per unit of foreign currency,
18-11-2004,Pound Sterling,83.9,value in indian rupees per unit of foreign currency,
18-11-2004,Japanese Yen,43.44,value in indian rupees per unit of foreign currency,
18-11-2004,Euro,58.79,value in indian rupees per unit of foreign currency,
17-11-2004,US Dollar,45.03,value in indian rupees per unit of foreign currency,
17-11-2004,Pound Sterling,83.54,value in indian rupees per unit of foreign currency,
17-11-2004,Japanese Yen,42.74,value in indian rupees per unit of foreign currency,
17-11-2004,Euro,58.45,value in indian rupees per unit of foreign currency,
16-11-2004,US Dollar,45.01,value in indian rupees per unit of foreign currency,
16-11-2004,Pound Sterling,83.15,value in indian rupees per unit of foreign currency,
16-11-2004,Japanese Yen,42.65,value in indian rupees per unit of foreign currency,
16-11-2004,Euro,58.21,value in indian rupees per unit of foreign currency,
11-11-2004,US Dollar,45.2,value in indian rupees per unit of foreign currency,
11-11-2004,Pound Sterling,83.41,value in indian rupees per unit of foreign currency,
11-11-2004,Japanese Yen,42.25,value in indian rupees per unit of foreign currency,
11-11-2004,Euro,58.24,value in indian rupees per unit of foreign currency,
10-11-2004,US Dollar,45.15,value in indian rupees per unit of foreign currency,
10-11-2004,Pound Sterling,83.78,value in indian rupees per unit of foreign currency,
10-11-2004,Japanese Yen,42.67,value in indian rupees per unit of foreign currency,
10-11-2004,Euro,58.21,value in indian rupees per unit of foreign currency,
09-11-2004,US Dollar,45.1,value in indian rupees per unit of foreign currency,
09-11-2004,Pound Sterling,83.6,value in indian rupees per unit of foreign currency,
09-11-2004,Japanese Yen,42.66,value in indian rupees per unit of foreign currency,
09-11-2004,Euro,58.27,value in indian rupees per unit of foreign currency,
08-11-2004,US Dollar,45.11,value in indian rupees per unit of foreign currency,
08-11-2004,Pound Sterling,83.7,value in indian rupees per unit of foreign currency,
08-11-2004,Japanese Yen,42.76,value in indian rupees per unit of foreign currency,
08-11-2004,Euro,58.54,value in indian rupees per unit of foreign currency,
05-11-2004,US Dollar,45.1,value in indian rupees per unit of foreign currency,
05-11-2004,Pound Sterling,83.2,value in indian rupees per unit of foreign currency,
05-11-2004,Japanese Yen,42.52,value in indian rupees per unit of foreign currency,
05-11-2004,Euro,58.06,value in indian rupees per unit of foreign currency,
04-11-2004,US Dollar,45.3,value in indian rupees per unit of foreign currency,
04-11-2004,Pound Sterling,83.72,value in indian rupees per unit of foreign currency,
04-11-2004,Japanese Yen,42.61,value in indian rupees per unit of foreign currency,
04-11-2004,Euro,58.11,value in indian rupees per unit of foreign currency,
03-11-2004,US Dollar,45.5,value in indian rupees per unit of foreign currency,
03-11-2004,Pound Sterling,83.38,value in indian rupees per unit of foreign currency,
03-11-2004,Japanese Yen,42.69,value in indian rupees per unit of foreign currency,
03-11-2004,Euro,57.64,value in indian rupees per unit of foreign currency,
02-11-2004,US Dollar,45.39,value in indian rupees per unit of foreign currency,
02-11-2004,Pound Sterling,83.18,value in indian rupees per unit of foreign currency,
02-11-2004,Japanese Yen,42.65,value in indian rupees per unit of foreign currency,
02-11-2004,Euro,57.79,value in indian rupees per unit of foreign currency,
01-11-2004,US Dollar,45.41,value in indian rupees per unit of foreign currency,
01-11-2004,Pound Sterling,83.34,value in indian rupees per unit of foreign currency,
01-11-2004,Japanese Yen,42.69,value in indian rupees per unit of foreign currency,
01-11-2004,Euro,58.01,value in indian rupees per unit of foreign currency,
29-10-2004,US Dollar,45.45,value in indian rupees per unit of foreign currency,
29-10-2004,Pound Sterling,83.17,value in indian rupees per unit of foreign currency,
29-10-2004,Japanese Yen,42.84,value in indian rupees per unit of foreign currency,
29-10-2004,Euro,57.89,value in indian rupees per unit of foreign currency,
28-10-2004,US Dollar,45.56,value in indian rupees per unit of foreign currency,
28-10-2004,Pound Sterling,83.43,value in indian rupees per unit of foreign currency,
28-10-2004,Japanese Yen,42.93,value in indian rupees per unit of foreign currency,
28-10-2004,Euro,57.96,value in indian rupees per unit of foreign currency,
27-10-2004,US Dollar,45.72,value in indian rupees per unit of foreign currency,
27-10-2004,Pound Sterling,84.01,value in indian rupees per unit of foreign currency,
27-10-2004,Japanese Yen,42.82,value in indian rupees per unit of foreign currency,
27-10-2004,Euro,58.32,value in indian rupees per unit of foreign currency,
26-10-2004,US Dollar,45.66,value in indian rupees per unit of foreign currency,
26-10-2004,Pound Sterling,84.04,value in indian rupees per unit of foreign currency,
26-10-2004,Japanese Yen,42.74,value in indian rupees per unit of foreign currency,
26-10-2004,Euro,58.45,value in indian rupees per unit of foreign currency,
25-10-2004,US Dollar,45.65,value in indian rupees per unit of foreign currency,
25-10-2004,Pound Sterling,83.9,value in indian rupees per unit of foreign currency,
25-10-2004,Japanese Yen,42.75,value in indian rupees per unit of foreign currency,
25-10-2004,Euro,58.28,value in indian rupees per unit of foreign currency,
21-10-2004,US Dollar,45.77,value in indian rupees per unit of foreign currency,
21-10-2004,Pound Sterling,83.19,value in indian rupees per unit of foreign currency,
21-10-2004,Japanese Yen,42.45,value in indian rupees per unit of foreign currency,
21-10-2004,Euro,57.63,value in indian rupees per unit of foreign currency,
20-10-2004,US Dollar,45.79,value in indian rupees per unit of foreign currency,
20-10-2004,Pound Sterling,82.54,value in indian rupees per unit of foreign currency,
20-10-2004,Japanese Yen,42.19,value in indian rupees per unit of foreign currency,
20-10-2004,Euro,57.32,value in indian rupees per unit of foreign currency,
19-10-2004,US Dollar,45.83,value in indian rupees per unit of foreign currency,
19-10-2004,Pound Sterling,82.21,value in indian rupees per unit of foreign currency,
19-10-2004,Japanese Yen,41.87,value in indian rupees per unit of foreign currency,
19-10-2004,Euro,57.13,value in indian rupees per unit of foreign currency,
18-10-2004,US Dollar,45.83,value in indian rupees per unit of foreign currency,
18-10-2004,Pound Sterling,82.62,value in indian rupees per unit of foreign currency,
18-10-2004,Japanese Yen,41.97,value in indian rupees per unit of foreign currency,
18-10-2004,Euro,57.19,value in indian rupees per unit of foreign currency,
15-10-2004,US Dollar,45.86,value in indian rupees per unit of foreign currency,
15-10-2004,Pound Sterling,82.44,value in indian rupees per unit of foreign currency,
15-10-2004,Japanese Yen,41.87,value in indian rupees per unit of foreign currency,
15-10-2004,Euro,56.84,value in indian rupees per unit of foreign currency,
14-10-2004,US Dollar,45.86,value in indian rupees per unit of foreign currency,
14-10-2004,Pound Sterling,82.38,value in indian rupees per unit of foreign currency,
14-10-2004,Japanese Yen,41.83,value in indian rupees per unit of foreign currency,
14-10-2004,Euro,56.66,value in indian rupees per unit of foreign currency,
12-10-2004,US Dollar,45.86,value in indian rupees per unit of foreign currency,
12-10-2004,Pound Sterling,82.17,value in indian rupees per unit of foreign currency,
12-10-2004,Japanese Yen,41.8,value in indian rupees per unit of foreign currency,
12-10-2004,Euro,56.62,value in indian rupees per unit of foreign currency,
11-10-2004,US Dollar,45.77,value in indian rupees per unit of foreign currency,
11-10-2004,Pound Sterling,82.12,value in indian rupees per unit of foreign currency,
11-10-2004,Japanese Yen,41.83,value in indian rupees per unit of foreign currency,
11-10-2004,Euro,56.76,value in indian rupees per unit of foreign currency,
08-10-2004,US Dollar,45.83,value in indian rupees per unit of foreign currency,
08-10-2004,Pound Sterling,81.85,value in indian rupees per unit of foreign currency,
08-10-2004,Japanese Yen,41.28,value in indian rupees per unit of foreign currency,
08-10-2004,Euro,56.54,value in indian rupees per unit of foreign currency,
07-10-2004,US Dollar,45.86,value in indian rupees per unit of foreign currency,
07-10-2004,Pound Sterling,81.66,value in indian rupees per unit of foreign currency,
07-10-2004,Japanese Yen,41.28,value in indian rupees per unit of foreign currency,
07-10-2004,Euro,56.36,value in indian rupees per unit of foreign currency,
06-10-2004,US Dollar,45.9,value in indian rupees per unit of foreign currency,
06-10-2004,Pound Sterling,81.86,value in indian rupees per unit of foreign currency,
06-10-2004,Japanese Yen,41.28,value in indian rupees per unit of foreign currency,
06-10-2004,Euro,56.51,value in indian rupees per unit of foreign currency,
05-10-2004,US Dollar,45.86,value in indian rupees per unit of foreign currency,
05-10-2004,Pound Sterling,81.95,value in indian rupees per unit of foreign currency,
05-10-2004,Japanese Yen,41.36,value in indian rupees per unit of foreign currency,
05-10-2004,Euro,56.29,value in indian rupees per unit of foreign currency,
04-10-2004,US Dollar,45.91,value in indian rupees per unit of foreign currency,
04-10-2004,Pound Sterling,82.45,value in indian rupees per unit of foreign currency,
04-10-2004,Japanese Yen,41.47,value in indian rupees per unit of foreign currency,
04-10-2004,Euro,56.77,value in indian rupees per unit of foreign currency,
01-10-2004,US Dollar,45.92,value in indian rupees per unit of foreign currency,
01-10-2004,Pound Sterling,83.18,value in indian rupees per unit of foreign currency,
01-10-2004,Japanese Yen,41.71,value in indian rupees per unit of foreign currency,
01-10-2004,Euro,57.04,value in indian rupees per unit of foreign currency,
29-09-2004,US Dollar,46.16,value in indian rupees per unit of foreign currency,
29-09-2004,Pound Sterling,83.54,value in indian rupees per unit of foreign currency,
29-09-2004,Japanese Yen,41.94,value in indian rupees per unit of foreign currency,
29-09-2004,Euro,56.85,value in indian rupees per unit of foreign currency,
28-09-2004,US Dollar,46.05,value in indian rupees per unit of foreign currency,
28-09-2004,Pound Sterling,83.36,value in indian rupees per unit of foreign currency,
28-09-2004,Japanese Yen,41.39,value in indian rupees per unit of foreign currency,
28-09-2004,Euro,56.59,value in indian rupees per unit of foreign currency,
27-09-2004,US Dollar,45.95,value in indian rupees per unit of foreign currency,
27-09-2004,Pound Sterling,82.97,value in indian rupees per unit of foreign currency,
27-09-2004,Japanese Yen,41.52,value in indian rupees per unit of foreign currency,
27-09-2004,Euro,56.38,value in indian rupees per unit of foreign currency,
24-09-2004,US Dollar,45.94,value in indian rupees per unit of foreign currency,
24-09-2004,Pound Sterling,82.54,value in indian rupees per unit of foreign currency,
24-09-2004,Japanese Yen,41.51,value in indian rupees per unit of foreign currency,
24-09-2004,Euro,56.38,value in indian rupees per unit of foreign currency,
23-09-2004,US Dollar,45.94,value in indian rupees per unit of foreign currency,
23-09-2004,Pound Sterling,82.41,value in indian rupees per unit of foreign currency,
23-09-2004,Japanese Yen,41.48,value in indian rupees per unit of foreign currency,
23-09-2004,Euro,56.34,value in indian rupees per unit of foreign currency,
22-09-2004,US Dollar,45.79,value in indian rupees per unit of foreign currency,
22-09-2004,Pound Sterling,82.23,value in indian rupees per unit of foreign currency,
22-09-2004,Japanese Yen,41.71,value in indian rupees per unit of foreign currency,
22-09-2004,Euro,56.37,value in indian rupees per unit of foreign currency,
21-09-2004,US Dollar,45.86,value in indian rupees per unit of foreign currency,
21-09-2004,Pound Sterling,81.85,value in indian rupees per unit of foreign currency,
21-09-2004,Japanese Yen,41.65,value in indian rupees per unit of foreign currency,
21-09-2004,Euro,55.85,value in indian rupees per unit of foreign currency,
20-09-2004,US Dollar,45.94,value in indian rupees per unit of foreign currency,
20-09-2004,Pound Sterling,82.23,value in indian rupees per unit of foreign currency,
20-09-2004,Japanese Yen,41.77,value in indian rupees per unit of foreign currency,
20-09-2004,Euro,55.86,value in indian rupees per unit of foreign currency,
17-09-2004,US Dollar,45.83,value in indian rupees per unit of foreign currency,
17-09-2004,Pound Sterling,82.27,value in indian rupees per unit of foreign currency,
17-09-2004,Japanese Yen,41.8,value in indian rupees per unit of foreign currency,
17-09-2004,Euro,55.89,value in indian rupees per unit of foreign currency,
16-09-2004,US Dollar,45.95,value in indian rupees per unit of foreign currency,
16-09-2004,Pound Sterling,81.72,value in indian rupees per unit of foreign currency,
16-09-2004,Japanese Yen,41.77,value in indian rupees per unit of foreign currency,
16-09-2004,Euro,55.85,value in indian rupees per unit of foreign currency,
15-09-2004,US Dollar,45.8,value in indian rupees per unit of foreign currency,
15-09-2004,Pound Sterling,82.11,value in indian rupees per unit of foreign currency,
15-09-2004,Japanese Yen,41.78,value in indian rupees per unit of foreign currency,
15-09-2004,Euro,56.03,value in indian rupees per unit of foreign currency,
14-09-2004,US Dollar,46.03,value in indian rupees per unit of foreign currency,
14-09-2004,Pound Sterling,82.83,value in indian rupees per unit of foreign currency,
14-09-2004,Japanese Yen,41.93,value in indian rupees per unit of foreign currency,
14-09-2004,Euro,56.51,value in indian rupees per unit of foreign currency,
13-09-2004,US Dollar,46.22,value in indian rupees per unit of foreign currency,
13-09-2004,Pound Sterling,83.03,value in indian rupees per unit of foreign currency,
13-09-2004,Japanese Yen,42.22,value in indian rupees per unit of foreign currency,
13-09-2004,Euro,56.72,value in indian rupees per unit of foreign currency,
10-09-2004,US Dollar,46.27,value in indian rupees per unit of foreign currency,
10-09-2004,Pound Sterling,82.73,value in indian rupees per unit of foreign currency,
10-09-2004,Japanese Yen,42.06,value in indian rupees per unit of foreign currency,
10-09-2004,Euro,56.56,value in indian rupees per unit of foreign currency,
09-09-2004,US Dollar,46.3,value in indian rupees per unit of foreign currency,
09-09-2004,Pound Sterling,82.7,value in indian rupees per unit of foreign currency,
09-09-2004,Japanese Yen,42.33,value in indian rupees per unit of foreign currency,
09-09-2004,Euro,56.41,value in indian rupees per unit of foreign currency,
08-09-2004,US Dollar,46.34,value in indian rupees per unit of foreign currency,
08-09-2004,Pound Sterling,82.17,value in indian rupees per unit of foreign currency,
08-09-2004,Japanese Yen,42.3,value in indian rupees per unit of foreign currency,
08-09-2004,Euro,55.94,value in indian rupees per unit of foreign currency,
07-09-2004,US Dollar,46.37,value in indian rupees per unit of foreign currency,
07-09-2004,Pound Sterling,82.71,value in indian rupees per unit of foreign currency,
07-09-2004,Japanese Yen,42.26,value in indian rupees per unit of foreign currency,
07-09-2004,Euro,56.04,value in indian rupees per unit of foreign currency,
06-09-2004,US Dollar,46.32,value in indian rupees per unit of foreign currency,
06-09-2004,Pound Sterling,82.23,value in indian rupees per unit of foreign currency,
06-09-2004,Japanese Yen,41.97,value in indian rupees per unit of foreign currency,
06-09-2004,Euro,55.85,value in indian rupees per unit of foreign currency,
03-09-2004,US Dollar,46.32,value in indian rupees per unit of foreign currency,
03-09-2004,Pound Sterling,82.89,value in indian rupees per unit of foreign currency,
03-09-2004,Japanese Yen,42.2,value in indian rupees per unit of foreign currency,
03-09-2004,Euro,56.36,value in indian rupees per unit of foreign currency,
02-09-2004,US Dollar,46.35,value in indian rupees per unit of foreign currency,
02-09-2004,Pound Sterling,83.06,value in indian rupees per unit of foreign currency,
02-09-2004,Japanese Yen,42.33,value in indian rupees per unit of foreign currency,
02-09-2004,Euro,56.43,value in indian rupees per unit of foreign currency,
01-09-2004,US Dollar,46.33,value in indian rupees per unit of foreign currency,
01-09-2004,Pound Sterling,83.33,value in indian rupees per unit of foreign currency,
01-09-2004,Japanese Yen,42.42,value in indian rupees per unit of foreign currency,
01-09-2004,Euro,56.39,value in indian rupees per unit of foreign currency,
31-08-2004,US Dollar,46.34,value in indian rupees per unit of foreign currency,
31-08-2004,Pound Sterling,83.27,value in indian rupees per unit of foreign currency,
31-08-2004,Japanese Yen,42.24,value in indian rupees per unit of foreign currency,
31-08-2004,Euro,56.0,value in indian rupees per unit of foreign currency,
30-08-2004,US Dollar,46.34,value in indian rupees per unit of foreign currency,
30-08-2004,Pound Sterling,82.92,value in indian rupees per unit of foreign currency,
30-08-2004,Japanese Yen,41.99,value in indian rupees per unit of foreign currency,
30-08-2004,Euro,55.68,value in indian rupees per unit of foreign currency,
27-08-2004,US Dollar,46.31,value in indian rupees per unit of foreign currency,
27-08-2004,Pound Sterling,83.43,value in indian rupees per unit of foreign currency,
27-08-2004,Japanese Yen,42.37,value in indian rupees per unit of foreign currency,
27-08-2004,Euro,56.13,value in indian rupees per unit of foreign currency,
26-08-2004,US Dollar,46.35,value in indian rupees per unit of foreign currency,
26-08-2004,Pound Sterling,83.25,value in indian rupees per unit of foreign currency,
26-08-2004,Japanese Yen,42.1,value in indian rupees per unit of foreign currency,
26-08-2004,Euro,55.94,value in indian rupees per unit of foreign currency,
25-08-2004,US Dollar,46.33,value in indian rupees per unit of foreign currency,
25-08-2004,Pound Sterling,83.18,value in indian rupees per unit of foreign currency,
25-08-2004,Japanese Yen,42.3,value in indian rupees per unit of foreign currency,
25-08-2004,Euro,55.98,value in indian rupees per unit of foreign currency,
24-08-2004,US Dollar,46.29,value in indian rupees per unit of foreign currency,
24-08-2004,Pound Sterling,83.65,value in indian rupees per unit of foreign currency,
24-08-2004,Japanese Yen,42.11,value in indian rupees per unit of foreign currency,
24-08-2004,Euro,56.25,value in indian rupees per unit of foreign currency,
23-08-2004,US Dollar,46.25,value in indian rupees per unit of foreign currency,
23-08-2004,Pound Sterling,84.05,value in indian rupees per unit of foreign currency,
23-08-2004,Japanese Yen,42.32,value in indian rupees per unit of foreign currency,
23-08-2004,Euro,56.87,value in indian rupees per unit of foreign currency,
19-08-2004,US Dollar,46.35,value in indian rupees per unit of foreign currency,
19-08-2004,Pound Sterling,84.55,value in indian rupees per unit of foreign currency,
19-08-2004,Japanese Yen,42.33,value in indian rupees per unit of foreign currency,
19-08-2004,Euro,57.21,value in indian rupees per unit of foreign currency,
18-08-2004,US Dollar,46.39,value in indian rupees per unit of foreign currency,
18-08-2004,Pound Sterling,84.83,value in indian rupees per unit of foreign currency,
18-08-2004,Japanese Yen,42.24,value in indian rupees per unit of foreign currency,
18-08-2004,Euro,57.31,value in indian rupees per unit of foreign currency,
17-08-2004,US Dollar,46.41,value in indian rupees per unit of foreign currency,
17-08-2004,Pound Sterling,85.37,value in indian rupees per unit of foreign currency,
17-08-2004,Japanese Yen,42.02,value in indian rupees per unit of foreign currency,
17-08-2004,Euro,57.34,value in indian rupees per unit of foreign currency,
16-08-2004,US Dollar,46.32,value in indian rupees per unit of foreign currency,
16-08-2004,Pound Sterling,85.3,value in indian rupees per unit of foreign currency,
16-08-2004,Japanese Yen,41.87,value in indian rupees per unit of foreign currency,
16-08-2004,Euro,57.24,value in indian rupees per unit of foreign currency,
13-08-2004,US Dollar,46.26,value in indian rupees per unit of foreign currency,
13-08-2004,Pound Sterling,84.08,value in indian rupees per unit of foreign currency,
13-08-2004,Japanese Yen,41.32,value in indian rupees per unit of foreign currency,
13-08-2004,Euro,56.42,value in indian rupees per unit of foreign currency,
12-08-2004,US Dollar,46.26,value in indian rupees per unit of foreign currency,
12-08-2004,Pound Sterling,84.69,value in indian rupees per unit of foreign currency,
12-08-2004,Japanese Yen,41.82,value in indian rupees per unit of foreign currency,
12-08-2004,Euro,56.61,value in indian rupees per unit of foreign currency,
11-08-2004,US Dollar,46.36,value in indian rupees per unit of foreign currency,
11-08-2004,Pound Sterling,84.75,value in indian rupees per unit of foreign currency,
11-08-2004,Japanese Yen,41.64,value in indian rupees per unit of foreign currency,
11-08-2004,Euro,56.73,value in indian rupees per unit of foreign currency,
10-08-2004,US Dollar,46.46,value in indian rupees per unit of foreign currency,
10-08-2004,Pound Sterling,85.52,value in indian rupees per unit of foreign currency,
10-08-2004,Japanese Yen,42.02,value in indian rupees per unit of foreign currency,
10-08-2004,Euro,57.03,value in indian rupees per unit of foreign currency,
09-08-2004,US Dollar,46.38,value in indian rupees per unit of foreign currency,
09-08-2004,Pound Sterling,85.51,value in indian rupees per unit of foreign currency,
09-08-2004,Japanese Yen,42.07,value in indian rupees per unit of foreign currency,
09-08-2004,Euro,56.96,value in indian rupees per unit of foreign currency,
06-08-2004,US Dollar,46.43,value in indian rupees per unit of foreign currency,
06-08-2004,Pound Sterling,84.71,value in indian rupees per unit of foreign currency,
06-08-2004,Japanese Yen,41.59,value in indian rupees per unit of foreign currency,
06-08-2004,Euro,56.06,value in indian rupees per unit of foreign currency,
05-08-2004,US Dollar,46.33,value in indian rupees per unit of foreign currency,
05-08-2004,Pound Sterling,84.63,value in indian rupees per unit of foreign currency,
05-08-2004,Japanese Yen,41.75,value in indian rupees per unit of foreign currency,
05-08-2004,Euro,55.9,value in indian rupees per unit of foreign currency,
04-08-2004,US Dollar,46.37,value in indian rupees per unit of foreign currency,
04-08-2004,Pound Sterling,84.47,value in indian rupees per unit of foreign currency,
04-08-2004,Japanese Yen,41.66,value in indian rupees per unit of foreign currency,
04-08-2004,Euro,55.76,value in indian rupees per unit of foreign currency,
03-08-2004,US Dollar,46.3,value in indian rupees per unit of foreign currency,
03-08-2004,Pound Sterling,84.41,value in indian rupees per unit of foreign currency,
03-08-2004,Japanese Yen,41.69,value in indian rupees per unit of foreign currency,
03-08-2004,Euro,55.61,value in indian rupees per unit of foreign currency,
02-08-2004,US Dollar,46.36,value in indian rupees per unit of foreign currency,
02-08-2004,Pound Sterling,84.53,value in indian rupees per unit of foreign currency,
02-08-2004,Japanese Yen,41.69,value in indian rupees per unit of foreign currency,
02-08-2004,Euro,55.92,value in indian rupees per unit of foreign currency,
30-07-2004,US Dollar,46.45,value in indian rupees per unit of foreign currency,
30-07-2004,Pound Sterling,84.32,value in indian rupees per unit of foreign currency,
30-07-2004,Japanese Yen,41.54,value in indian rupees per unit of foreign currency,
30-07-2004,Euro,55.95,value in indian rupees per unit of foreign currency,
29-07-2004,US Dollar,46.43,value in indian rupees per unit of foreign currency,
29-07-2004,Pound Sterling,84.85,value in indian rupees per unit of foreign currency,
29-07-2004,Japanese Yen,41.59,value in indian rupees per unit of foreign currency,
29-07-2004,Euro,56.08,value in indian rupees per unit of foreign currency,
28-07-2004,US Dollar,46.31,value in indian rupees per unit of foreign currency,
28-07-2004,Pound Sterling,84.46,value in indian rupees per unit of foreign currency,
28-07-2004,Japanese Yen,41.73,value in indian rupees per unit of foreign currency,
28-07-2004,Euro,55.89,value in indian rupees per unit of foreign currency,
27-07-2004,US Dollar,46.27,value in indian rupees per unit of foreign currency,
27-07-2004,Pound Sterling,85.14,value in indian rupees per unit of foreign currency,
27-07-2004,Japanese Yen,42.08,value in indian rupees per unit of foreign currency,
27-07-2004,Euro,56.12,value in indian rupees per unit of foreign currency,
26-07-2004,US Dollar,46.27,value in indian rupees per unit of foreign currency,
26-07-2004,Pound Sterling,84.91,value in indian rupees per unit of foreign currency,
26-07-2004,Japanese Yen,42.16,value in indian rupees per unit of foreign currency,
26-07-2004,Euro,56.06,value in indian rupees per unit of foreign currency,
23-07-2004,US Dollar,46.22,value in indian rupees per unit of foreign currency,
23-07-2004,Pound Sterling,85.12,value in indian rupees per unit of foreign currency,
23-07-2004,Japanese Yen,42.07,value in indian rupees per unit of foreign currency,
23-07-2004,Euro,56.5,value in indian rupees per unit of foreign currency,
22-07-2004,US Dollar,46.18,value in indian rupees per unit of foreign currency,
22-07-2004,Pound Sterling,84.95,value in indian rupees per unit of foreign currency,
22-07-2004,Japanese Yen,42.04,value in indian rupees per unit of foreign currency,
22-07-2004,Euro,56.58,value in indian rupees per unit of foreign currency,
21-07-2004,US Dollar,46.09,value in indian rupees per unit of foreign currency,
21-07-2004,Pound Sterling,85.33,value in indian rupees per unit of foreign currency,
21-07-2004,Japanese Yen,42.39,value in indian rupees per unit of foreign currency,
21-07-2004,Euro,56.77,value in indian rupees per unit of foreign currency,
20-07-2004,US Dollar,46.06,value in indian rupees per unit of foreign currency,
20-07-2004,Pound Sterling,85.87,value in indian rupees per unit of foreign currency,
20-07-2004,Japanese Yen,42.41,value in indian rupees per unit of foreign currency,
20-07-2004,Euro,57.31,value in indian rupees per unit of foreign currency,
19-07-2004,US Dollar,45.95,value in indian rupees per unit of foreign currency,
19-07-2004,Pound Sterling,86.08,value in indian rupees per unit of foreign currency,
19-07-2004,Japanese Yen,42.42,value in indian rupees per unit of foreign currency,
19-07-2004,Euro,57.15,value in indian rupees per unit of foreign currency,
16-07-2004,US Dollar,46.17,value in indian rupees per unit of foreign currency,
16-07-2004,Pound Sterling,85.45,value in indian rupees per unit of foreign currency,
16-07-2004,Japanese Yen,42.11,value in indian rupees per unit of foreign currency,
16-07-2004,Euro,57.04,value in indian rupees per unit of foreign currency,
15-07-2004,US Dollar,46.15,value in indian rupees per unit of foreign currency,
15-07-2004,Pound Sterling,85.52,value in indian rupees per unit of foreign currency,
15-07-2004,Japanese Yen,42.19,value in indian rupees per unit of foreign currency,
15-07-2004,Euro,57.01,value in indian rupees per unit of foreign currency,
14-07-2004,US Dollar,45.94,value in indian rupees per unit of foreign currency,
14-07-2004,Pound Sterling,85.31,value in indian rupees per unit of foreign currency,
14-07-2004,Japanese Yen,42.07,value in indian rupees per unit of foreign currency,
14-07-2004,Euro,56.66,value in indian rupees per unit of foreign currency,
13-07-2004,US Dollar,45.82,value in indian rupees per unit of foreign currency,
13-07-2004,Pound Sterling,84.99,value in indian rupees per unit of foreign currency,
13-07-2004,Japanese Yen,42.18,value in indian rupees per unit of foreign currency,
13-07-2004,Euro,56.62,value in indian rupees per unit of foreign currency,
12-07-2004,US Dollar,45.64,value in indian rupees per unit of foreign currency,
12-07-2004,Pound Sterling,84.83,value in indian rupees per unit of foreign currency,
12-07-2004,Japanese Yen,42.3,value in indian rupees per unit of foreign currency,
12-07-2004,Euro,56.59,value in indian rupees per unit of foreign currency,
09-07-2004,US Dollar,45.76,value in indian rupees per unit of foreign currency,
09-07-2004,Pound Sterling,84.81,value in indian rupees per unit of foreign currency,
09-07-2004,Japanese Yen,42.29,value in indian rupees per unit of foreign currency,
09-07-2004,Euro,56.77,value in indian rupees per unit of foreign currency,
08-07-2004,US Dollar,45.73,value in indian rupees per unit of foreign currency,
08-07-2004,Pound Sterling,84.72,value in indian rupees per unit of foreign currency,
08-07-2004,Japanese Yen,41.99,value in indian rupees per unit of foreign currency,
08-07-2004,Euro,56.48,value in indian rupees per unit of foreign currency,
07-07-2004,US Dollar,45.95,value in indian rupees per unit of foreign currency,
07-07-2004,Pound Sterling,84.93,value in indian rupees per unit of foreign currency,
07-07-2004,Japanese Yen,42.27,value in indian rupees per unit of foreign currency,
07-07-2004,Euro,56.73,value in indian rupees per unit of foreign currency,
06-07-2004,US Dollar,45.98,value in indian rupees per unit of foreign currency,
06-07-2004,Pound Sterling,84.33,value in indian rupees per unit of foreign currency,
06-07-2004,Japanese Yen,42.05,value in indian rupees per unit of foreign currency,
06-07-2004,Euro,56.61,value in indian rupees per unit of foreign currency,
05-07-2004,US Dollar,45.75,value in indian rupees per unit of foreign currency,
05-07-2004,Pound Sterling,83.89,value in indian rupees per unit of foreign currency,
05-07-2004,Japanese Yen,42.09,value in indian rupees per unit of foreign currency,
05-07-2004,Euro,56.34,value in indian rupees per unit of foreign currency,
02-07-2004,US Dollar,45.96,value in indian rupees per unit of foreign currency,
02-07-2004,Pound Sterling,83.61,value in indian rupees per unit of foreign currency,
02-07-2004,Japanese Yen,42.15,value in indian rupees per unit of foreign currency,
02-07-2004,Euro,55.89,value in indian rupees per unit of foreign currency,
01-07-2004,US Dollar,45.88,value in indian rupees per unit of foreign currency,
01-07-2004,Pound Sterling,83.35,value in indian rupees per unit of foreign currency,
01-07-2004,Japanese Yen,42.45,value in indian rupees per unit of foreign currency,
01-07-2004,Euro,55.79,value in indian rupees per unit of foreign currency,
30-06-2004,US Dollar,45.98,value in indian rupees per unit of foreign currency,
30-06-2004,Pound Sterling,82.9,value in indian rupees per unit of foreign currency,
30-06-2004,Japanese Yen,42.31,value in indian rupees per unit of foreign currency,
30-06-2004,Euro,55.54,value in indian rupees per unit of foreign currency,
29-06-2004,US Dollar,45.96,value in indian rupees per unit of foreign currency,
29-06-2004,Pound Sterling,83.94,value in indian rupees per unit of foreign currency,
29-06-2004,Japanese Yen,42.4,value in indian rupees per unit of foreign currency,
29-06-2004,Euro,55.87,value in indian rupees per unit of foreign currency,
28-06-2004,US Dollar,45.84,value in indian rupees per unit of foreign currency,
28-06-2004,Pound Sterling,83.54,value in indian rupees per unit of foreign currency,
